Identifiant;Type Objet;Modèle;N° Voie Pair;N° Voie Impair;Voie;Commune;Disponibilité;Début Indisponibilité;Fin Indisponibilité;Motif Indisponibilité;geo_shape;geo_point_2d
450077174;FONTAINE_BOIS;Santa Cole Atlantida;;;BOULEVARD PERIPHERIQUE;PARIS 19EME ARRONDISSEMENT;NON;2020-12-02T01:00:00+00:00;;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.407683370863559, 48.87852829265339]}";48.8785282927,2.40768337086
450077177;FONTAINE_BOIS;Santa Cole Atlantida;;;AVENUE RENE FONCK;PARIS 19EME ARRONDISSEMENT;NON;2021-02-08T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.408728548115892, 48.878839785796174]}";48.8788397858,2.40872854812
450077176;FONTAINE_BOIS;Santa Cole Atlantida;;;AVENUE RENE FONCK;PARIS 19EME ARRONDISSEMENT;NON;2021-02-08T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.408816073541932, 48.87829391301064]}";48.878293913,2.40881607354
450077088;FONTAINE_BOIS;Bayard D1;4;;PLACE JACQUES MARETTE;PARIS 15EME ARRONDISSEMENT;NON;2020-12-11T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.298720146449268, 48.832166494881356]}";48.8321664949,2.29872014645
450077089;FONTAINE_BOIS;Bayard D1;4;;PLACE JACQUES MARETTE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.299412301719906, 48.83095220640993]}";48.8309522064,2.29941230172
450077669;FONTAINE_BOIS;Wallace Bois;;;AVENUE DE LA BELLE GABRIELLE;NOGENT-SUR-MARNE;NON;2020-11-18T01:00:00+00:00;2021-03-31T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.468949093403029, 48.834380815932185]}";48.8343808159,2.4689490934
450077673;FONTAINE_BOIS;Santa Cole Atlantida;;;COUR DE LA FERME SAINT LAZARE;PARIS 10EME ARRONDISSEMENT;NON;2020-12-02T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.354114956595292, 48.87606730699187]}";48.876067307,2.3541149566
450077709;FONTAINE_BOIS;;;;BOULEVARD PERIPHERIQUE;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.3152629575388293, 48.898599570529704]}";48.8985995705,2.31526295754
450077712;FONTAINE_BOIS;;;;AVENUE CENTRALE;PARIS 17EME ARRONDISSEMENT;NON;2020-11-26T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.315673955924617, 48.89679012481473]}";48.8967901248,2.31567395592
450077718;FONTAINE_BOIS;;;;AVENUE DE L OUEST;PARIS 14EME ARRONDISSEMENT;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.325158960313949, 48.8398949225433]}";48.8398949225,2.32515896031
450077744;FONTAINE_BOIS;;;23 F;BOULEVARD DE MENILMONTANT;PARIS 20EME ARRONDISSEMENT;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.39851510254048, 48.8601266097882]}";48.8601266098,2.39851510254
450077754;FONTAINE_BOIS;;;;AVENUE DE LA CONSERVATION;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.390816874535523, 48.86015886799923]}";48.860158868,2.39081687454
450077162;FONTAINE_BOIS;Bayard D1;;;RUE RONSARD;PARIS 18EME ARRONDISSEMENT;NON;2019-06-03T02:00:00+00:00;;FERME DEMANDE TIERS;"{""type"": ""Point"", ""coordinates"": [2.343947551600763, 48.88479488390006]}";48.8847948839,2.3439475516
450077442;FONTAINE_BOIS;Ville de Paris Bois;;;SQUARE HENRY BATAILLE;PARIS 16EME ARRONDISSEMENT;NON;2020-11-16T01:00:00+00:00;2021-04-13T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.260739578256721, 48.856096374254214]}";48.8560963743,2.26073957826
450077444;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE D AUTEUIL AUX LACS;PARIS 16EME ARRONDISSEMENT;NON;2020-11-16T01:00:00+00:00;2021-04-13T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.255054558900744, 48.84922292329569]}";48.8492229233,2.2550545589
450077477;FONTAINE_BOIS;Particulier;;;RUE BERBIER DU METS;PARIS 13EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.350093950049269, 48.83332031899055]}";48.833320319,2.35009395005
450077488;FONTAINE_BOIS;Bayard D1;;;RUE DU CINEMA;PARIS 1ER ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.345026410283832, 48.862038755498915]}";48.8620387555,2.34502641028
450077502;FONTAINE_BOIS;Bayard D1;;;PROMENADE ERIC TABARLY;PARIS 19EME ARRONDISSEMENT;NON;2021-02-08T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.375750596949053, 48.88599741055124]}";48.8859974106,2.37575059695
450077514;FONTAINE_BOIS;Particulier;;;RUE PIXERECOURT;PARIS 20EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.395301785199124, 48.87454323872098]}";48.8745432387,2.3953017852
450077519;FONTAINE_BOIS;Bayard D1;;;RUE REBEVAL;PARIS 19EME ARRONDISSEMENT;NON;2020-12-02T01:00:00+00:00;;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.377065049718174, 48.87455431181425]}";48.8745543118,2.37706504972
450080232;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.4124267388205762, 48.90704106058172]}";48.9070410606,2.41242673882
450080234;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.399422965746009, 48.90686172701636]}";48.906861727,2.39942296575
450080299;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.308123987018072, 48.80814091040978]}";48.8081409104,2.30812398702
450080304;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.308461024026589, 48.805593783552474]}";48.8055937836,2.30846102403
450080193;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2019-12-09T01:00:00+00:00;;FERME DEMANDE TIERS;"{""type"": ""Point"", ""coordinates"": [2.382738770829072, 48.75742565425035]}";48.7574256543,2.38273877083
450080199;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.375351601984392, 48.75689817735078]}";48.7568981774,2.37535160198
450080203;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.371697056946165, 48.76227244391296]}";48.7622724439,2.37169705695
450019328;FONTNE_WALLACE;Caryatides;12F;;PLACE JACQUES BONSERGENT;PARIS 10EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.360849924619874, 48.87119658230945]}";48.8711965823,2.36084992462
450019283;FONTNE_WALLACE;Caryatides;;19F;RUE DES ABBESSES;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.33828727131337, 48.88446656395731]}";48.884466564,2.33828727131
450019285;FONTNE_WALLACE;Caryatides;;1F;BOULEVARD RICHARD LENOIR;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.369437000283368, 48.854300212763484]}";48.8543002128,2.36943700028
450019287;FONTNE_WALLACE;Caryatides;92F;;RUE JEAN PIERRE TIMBAUD;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.377440698702709, 48.86778702735015]}";48.8677870274,2.3774406987
450019290;FONTNE_WALLACE;Caryatides;82F;;AVENUE DE SAINT MANDE;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.405230790960502, 48.8448066808348]}";48.8448066808,2.40523079096
450071493;FONTAINE_ALBIEN;Fontaine à l'albien;;3F;SQUARE LAMARTINE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.275360823901348, 48.865235008688146]}";48.8652350087,2.2753608239
450072971;FONTAINE_ARCEAU;Fontaine Arceau;;19;RUE AUBER;PARIS 9EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.328002970199103, 48.87310003291939]}";48.8731000329,2.3280029702
450080620;FONTAINE_ARCEAU;Fontaine Arceau;;;PLACE GAMBETTA;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.398123549594637, 48.86465375881201]}";48.8646537588,2.39812354959
450019196;FONTAINE_BOIS;GHM Bois;;29F;BOULEVARD DE L AMIRAL BRUIX;PARIS 16EME ARRONDISSEMENT;NON;2021-02-08T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.280465224279578, 48.87614661463548]}";48.8761466146,2.28046522428
450072513;FONTAINE_BOIS;GHM Bois;;;SQUARE PIERRE ROBIN;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.363297564927481, 48.89370068311658]}";48.8937006831,2.36329756493
450072543;FONTAINE_BOIS;Bayard D1;14;;RUE BURQ;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.336957596171696, 48.88621253551462]}";48.8862125355,2.33695759617
450019160;FONTAINE_BOIS;GHM Bois;;;SQUARE BREGUET-SABIN;PARIS 11EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.371626138450225, 48.85846541897845]}";48.858465419,2.37162613845
450072610;FONTAINE_BOIS;GHM Bois;;;PARC DE BELLEVILLE;PARIS 20EME ARRONDISSEMENT;NON;2021-02-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.383320517943508, 48.87131527466657]}";48.8713152747,2.38332051794
450072172;FONTAINE_BOIS;GHM Bois;;;PARC DE BERCY;PARIS 12EME ARRONDISSEMENT;NON;2020-12-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.3824784691005, 48.83459207121877]}";48.8345920712,2.3824784691
450072173;FONTAINE_BOIS;GHM Bois;;;RUE JOSEPH KESSEL;PARIS 12EME ARRONDISSEMENT;NON;2020-12-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.384875575472938, 48.83397650895147]}";48.833976509,2.38487557547
450071843;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;AVENUE DU GENERAL FERRIE;PARIS 7EME ARRONDISSEMENT;NON;2020-12-08T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.297461467015972, 48.85717507159633]}";48.8571750716,2.29746146702
450072157;FONTAINE_BOIS;GHM Bois;;143;RUE DE LA ROQUETTE;PARIS 11EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.384466836117168, 48.8599239212106]}";48.8599239212,2.38446683612
450072233;FONTAINE_BOIS;Santa Cole Atlantida;;15;RUE THOMAS MANN;PARIS 13EME ARRONDISSEMENT;NON;2020-12-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.380380511401475, 48.82936973111645]}";48.8293697311,2.3803805114
450072257;FONTAINE_BOIS;Particulier;;;RUE BOUSSINGAULT;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.343053248326783, 48.825690111800306]}";48.8256901118,2.34305324833
450072619;FONTAINE_BOIS;GHM Bois;;;PARC DE BELLEVILLE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.385990243978947, 48.87047791759719]}";48.8704779176,2.38599024398
450072407;FONTAINE_BOIS;Bayard D1;;;PARC DE PASSY;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.283087675174543, 48.855526662413574]}";48.8555266624,2.28308767517
450071746;FONTAINE_BOIS;GHM Bois;;;SQUARE ALBERT SCHWEITZER;PARIS 4EME ARRONDISSEMENT;NON;2020-12-02T01:00:00+00:00;;;"{""type"": ""Point"", ""coordinates"": [2.357761063043053, 48.85380065026538]}";48.8538006503,2.35776106304
450071756;FONTAINE_BOIS;Bayard D1;;21;RUE DES BLANCS MANTEAUX;PARIS 4EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.35646275186818, 48.85874229078241]}";48.8587422908,2.35646275187
450070469;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE SURESNES;PARIS 16EME ARRONDISSEMENT;NON;2020-11-20T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.249080717422684, 48.86520686806519]}";48.8652068681,2.24908071742
450071871;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.310341505610816, 48.879023561594124]}";48.8790235616,2.31034150561
450072206;FONTAINE_BOIS;Santa Cole Atlantida;;83F;RUE DAMESME;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.354877149050143, 48.8212790749452]}";48.8212790749,2.35487714905
450072556;FONTAINE_BOIS;Particulier;;;SQUARE MARCEL MOULOUDJI;PARIS 19EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.377402934323713, 48.885598670921055]}";48.8855986709,2.37740293432
450070524;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE LA MUETTE A NEUILLY;PARIS 16EME ARRONDISSEMENT;NON;2020-11-20T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.258693368557481, 48.879645396835265]}";48.8796453968,2.25869336856
450070527;FONTAINE_BOIS;Ville de Paris Bois;;;AVENUE DE SAINT CLOUD;PARIS 16EME ARRONDISSEMENT;NON;2020-11-20T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.25482088607392, 48.85791503856369]}";48.8579150386,2.25482088607
450072650;FONTAINE_BOIS;GHM Bois;;57;RUE VITRUVE;PARIS 20EME ARRONDISSEMENT;NON;2020-10-26T01:00:00+00:00;2021-03-30T02:00:00+00:00;FERME DEMANDE TIERS;"{""type"": ""Point"", ""coordinates"": [2.406348106527095, 48.85945319136241]}";48.8594531914,2.40634810653
450072655;FONTAINE_BOIS;GHM Bois;;11F;RUE DE LESSEPS;PARIS 20EME ARRONDISSEMENT;NON;2020-12-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;INACCESSIBLE;"{""type"": ""Point"", ""coordinates"": [2.400428027584592, 48.859047374708695]}";48.8590473747,2.40042802758
450072656;FONTAINE_BOIS;GHM Bois;;;RUE DES CENDRIERS;PARIS 20EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.387677575649381, 48.86603520547597]}";48.8660352055,2.38767757565
450077683;FONTAINE_BOIS;;;;CHEMIN SAINT NICOLAS;PARIS 18EME ARRONDISSEMENT;NON;2020-11-27T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.329089588954786, 48.889748710227785]}";48.8897487102,2.32908958895
450077711;FONTAINE_BOIS;;;;AVENUE CIRCULAIRE;PARIS 17EME ARRONDISSEMENT;NON;2020-11-26T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.31376039142993, 48.896767156438585]}";48.8967671564,2.31376039143
450077738;FONTAINE_BOIS;;;;AVENUE DES COMBATTANTS ETRANGERS MORTS POUR LA France;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.396876091394995, 48.86329073998447]}";48.86329074,2.39687609139
450077421;FONTAINE_BOIS;Ville de Paris Bois;;;PARC DE BAGATELLE;PARIS 16EME ARRONDISSEMENT;NON;2020-11-16T01:00:00+00:00;2021-04-13T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.249003230104599, 48.872512657818675]}";48.8725126578,2.2490032301
450077510;FONTAINE_BOIS;GHM Bois;;;ALLEE DE FONTAINEBLEAU;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.39244282982111, 48.88588107377794]}";48.8858810738,2.39244282982
450077513;FONTAINE_BOIS;Bayard D1;;;RUE COMPANS;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.394464019553562, 48.875902799705116]}";48.8759027997,2.39446401955
450077531;FONTAINE_BOIS;GHM Bois;;;SQUARE GEORGES MELIES;PARIS 12EME ARRONDISSEMENT;NON;2020-12-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.40821800791558, 48.84053645059294]}";48.8405364506,2.40821800792
450077541;FONTAINE_BOIS;GHM Bois;;;PARC DE BELLEVILLE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.385063260879284, 48.87061758330609]}";48.8706175833,2.38506326088
450080310;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.306392026408567, 48.80639420751155]}";48.8063942075,2.30639202641
450080730;FONTAINE_BOIS;GHM Bois;;;RUE DE PALI KAO;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.383060957373225, 48.87088003151487]}";48.8708800315,2.38306095737
450080778;FONTAINE_BOIS;Santa Cole Atlantida;;;RUE DU PRE;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.362195296347026, 48.897002864816464]}";48.8970028648,2.36219529635
450080674;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;48T;;RUE SAINT FARGEAU;PARIS 20EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.405532103273849, 48.87188142889551]}";48.8718814289,2.40553210327
450080209;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.349213391075262, 48.90891564945902]}";48.9089156495,2.34921339108
450080215;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.345797213978127, 48.90893591566025]}";48.9089359157,2.34579721398
450019315;FONTNE_WALLACE;Caryatides;;51F;AVENUE SIMON BOLIVAR;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.379324042473609, 48.876460283074294]}";48.8764602831,2.37932404247
450019321;FONTNE_WALLACE;Caryatides;82;;AVENUE MARCEAU;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.296449643040021, 48.872488004185314]}";48.8724880042,2.29644964304
450070821;FONTNE_WALLACE;Caryatides;;;PLACE JEAN DELAY;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.354245239671194, 48.82327820341947]}";48.8232782034,2.35424523967
450080354;FTNE_PETILLANTE;Fontaine pétillante;;47;RUE GAZAN;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.34076103780381, 48.821264284011605]}";48.821264284,2.3407610378
450019307;BORNE_FONTAINE;GHM Ronde;;47;AVENUE LA PTE DE CLIGNANCOURT;PARIS 18EME ARRONDISSEMENT;NON;2021-02-19T01:00:00+00:00;2021-04-30T02:00:00+00:00;APP A REPARER;"{""type"": ""Point"", ""coordinates"": [2.343968240323761, 48.89915225634661]}";48.8991522563,2.34396824032
450080522;BORNE_FONTAINE;GHM Ville de Paris;;5;RUE BLANCHARD;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.410520365556369, 48.857637859584344]}";48.8576378596,2.41052036556
450080718;BORNE_FONTAINE;GHM Ville de Paris;;;RUE VERCINGETORIX;PARIS 14EME ARRONDISSEMENT;NON;2020-12-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.30527433201093, 48.828126704444024]}";48.8281267044,2.30527433201
450072941;FONTAINE_ARCEAU;Fontaine Arceau;10;;RUE SAINT ANTOINE;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.367038917675965, 48.853556185755394]}";48.8535561858,2.36703891768
450019163;FONTAINE_BOIS;GHM Bois;102F;;BOULEVARD RICHARD LENOIR;PARIS 11EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.371425371141906, 48.8633563844948]}";48.8633563845,2.37142537114
450024978;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;AVENUE CHARLES RISLER;PARIS 7EME ARRONDISSEMENT;NON;2020-06-29T02:00:00+00:00;;FERME DEMANDE TIERS;"{""type"": ""Point"", ""coordinates"": [2.299427988963401, 48.8537444810901]}";48.8537444811,2.29942798896
450025425;FONTAINE_BOIS;Wallace Bois;;;ROUTE DU LAC DE SAINT-MANDE;PARIS 12EME ARRONDISSEMENT;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.422794066842561, 48.83856277999352]}";48.83856278,2.42279406684
450072516;FONTAINE_BOIS;GHM Bois;6F;;PLACE C.PECQUEUR;PARIS 18EME ARRONDISSEMENT;NON;2020-12-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.338184062672853, 48.8892658806923]}";48.8892658807,2.33818406267
450072255;FONTAINE_BOIS;GHM Bois;;;MAIL DE BIEVRE;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.344821349008242, 48.829797420446134]}";48.8297974204,2.34482134901
450071816;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;49F;RUE CENSIER;PARIS 5EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.35028817759944, 48.83959742754408]}";48.8395974275,2.3502881776
450070520;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE L ETOILE;PARIS 16EME ARRONDISSEMENT;NON;2020-11-20T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.266512064432454, 48.87341331034519]}";48.8734133103,2.26651206443
450072165;FONTAINE_BOIS;Bayard D1;;;CITE DEBERGUE;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.404716835060484, 48.84675217290611]}";48.8467521729,2.40471683506
450072237;FONTAINE_BOIS;GHM Bois;;;RUE DU CHEVALERET;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.377369534174417, 48.82815410024724]}";48.8281541002,2.37736953417
450072589;FONTAINE_BOIS;GHM Bois;134F;;RUE DE MENILMONTANT;PARIS 20EME ARRONDISSEMENT;NON;2020-12-02T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.396355011316697, 48.870357440810274]}";48.8703574408,2.39635501132
450071823;FONTAINE_BOIS;GHM Bois;;;SQUARE TARAS CHEVTCHENKO;PARIS 6EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.331054962177005, 48.854540459735006]}";48.8545404597,2.33105496218
