Identifiant;Type Objet;Modèle;N° Voie Pair;N° Voie Impair;Voie;Commune;Disponibilité;Début Indisponibilité;Fin Indisponibilité;Motif Indisponibilité;geo_shape;geo_point_2d
450070466;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE LA MUETTE A NEUILLY;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.265142630468662, 48.868581315703295]}";48.8685813157,2.26514263047
450071740;FONTAINE_BOIS;Particulier;;11F;RUE PAYENNE;PARIS 3EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.362801764034007, 48.85788557199643]}";48.857885572,2.36280176403
450071742;FONTAINE_BOIS;GHM Bois;14;;RUE VILLEHARDOUIN;PARIS 3EME ARRONDISSEMENT;NON;2020-12-02T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.365377829920051, 48.85937594457008]}";48.8593759446,2.36537782992
450077666;FONTAINE_BOIS;Wallace Bois;;;ROUTE DE LA PYRAMIDE;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.440836670148714, 48.83859246935666]}";48.8385924694,2.44083667015
450077707;FONTAINE_BOIS;;;;AVENUE CIMETIERE BATIGNOLLES;PARIS 17EME ARRONDISSEMENT;NON;2020-11-26T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.319437895789764, 48.899127871788494]}";48.8991278718,2.31943789579
450077708;FONTAINE_BOIS;;;;AVENUE CIMETIERE BATIGNOLLES;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.314769323336059, 48.89738608934901]}";48.8973860893,2.31476932334
450077716;FONTAINE_BOIS;;;;RUE FELIX FAURE;PARIS 15EME ARRONDISSEMENT;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.284337803849986, 48.838617771628904]}";48.8386177716,2.28433780385
450077720;FONTAINE_BOIS;;;;BOULEVARD EDGAR QUINET;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.327554877786707, 48.839913938060214]}";48.8399139381,2.32755487779
450077728;FONTAINE_BOIS;;;;AVENUE THIERRY;PARIS 14EME ARRONDISSEMENT;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.328849546077344, 48.835961880547586]}";48.8359618805,2.32884954608
450077440;FONTAINE_BOIS;Ville de Paris Bois;;;CARREFOUR DES CASCADES;PARIS 16EME ARRONDISSEMENT;NON;2020-11-16T01:00:00+00:00;2021-04-13T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.259157958431675, 48.855810333103236]}";48.8558103331,2.25915795843
450077461;FONTAINE_BOIS;Santa Cole Atlantida;;;RUE LEBLANC;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.2748474860246573, 48.83993461078189]}";48.8399346108,2.27484748602
450077475;FONTAINE_BOIS;GHM Bois;42;;RUE DU JAVELOT;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.365417765729346, 48.82455794711575]}";48.8245579471,2.36541776573
450077527;FONTAINE_BOIS;Santa Cole Atlantida;;;AVENUE RENE FONCK;PARIS 19EME ARRONDISSEMENT;NON;2020-12-02T01:00:00+00:00;;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.408532555442367, 48.878648499119265]}";48.8786484991,2.40853255544
450077534;FONTAINE_BOIS;Bayard BF3;;;VILLA OTTOZ;PARIS 20EME ARRONDISSEMENT;NON;2020-12-02T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.383775392711823, 48.87155690370335]}";48.8715569037,2.38377539271
450080242;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.409334718885129, 48.90400516966208]}";48.9040051697,2.40933471889
450080246;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.402605407672043, 48.90709314883938]}";48.9070931488,2.40260540767
450080297;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.308570605685545, 48.80392312287945]}";48.8039231229,2.30857060569
450080303;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.30652332659528, 48.80886794551212]}";48.8088679455,2.3065233266
450080306;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.305053443275058, 48.80142886859574]}";48.8014288686,2.30505344328
450080308;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.310282635181887, 48.808015570084464]}";48.8080155701,2.31028263518
450080640;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;RUE D ALSACE;PARIS 10EME ARRONDISSEMENT;NON;2020-12-02T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.359034005431766, 48.87915112768117]}";48.8791511277,2.35903400543
450080771;FONTAINE_BOIS;Santa Cole Atlantida;;;RUE DU PRE;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.365295443692004, 48.89628677924478]}";48.8962867792,2.36529544369
450080628;FONTAINE_BOIS;Bayard BF3;;;RUE DU BOCAGE;PARIS 15EME ARRONDISSEMENT;NON;2020-12-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.305324910404023, 48.83065990379249]}";48.8306599038,2.3053249104
450080175;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.381857168992107, 48.75876823337962]}";48.7587682334,2.38185716899
450080258;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.403144312955964, 48.904328975941404]}";48.9043289759,2.40314431296
450080271;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.4127071816618733, 48.90480209237993]}";48.9048020924,2.41270718166
450080272;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.409593868169694, 48.90673931748726]}";48.9067393175,2.40959386817
450080185;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.37926209149441, 48.76271196196761]}";48.762711962,2.37926209149
450080198;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.379353651596894, 48.76322207619879]}";48.7632220762,2.3793536516
450080292;FONTAINE_BOIS;;;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;NON;2020-11-26T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.364815881823483, 48.810585749661804]}";48.8105857497,2.36481588182
450080293;FONTAINE_BOIS;;;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;NON;2020-11-26T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.368210299065339, 48.81324972142103]}";48.8132497214,2.36821029907
450070363;FONTNE_WALLACE;Caryatides;8;;PLACE DE DUBLIN;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.324774636265048, 48.88053574816992]}";48.8805357482,2.32477463627
450019312;FONTNE_WALLACE;Caryatides;;;PLACE JEAN LORRAIN;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.264685790685694, 48.84807073860403]}";48.8480707386,2.26468579069
450019298;FONTNE_WALLACE;Caryatides;;1;RUE DE RIVOLI;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.359543988361551, 48.8554548446335]}";48.8554548446,2.35954398836
450072970;FTNE_PETILLANTE;Fontaine pétillante;;;RUE MARGUERITE DE ROCHECHOUART;PARIS 9EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.3449781565657792, 48.87789718893248]}";48.8778971889,2.34497815657
450080319;FTNE_PETILLANTE;Fontaine pétillante;;;RUE BERGER;PARIS 1ER ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.34482748727975, 48.861868260144185]}";48.8618682601,2.34482748728
450024946;BORNE_FONTAINE;BF Bayard;;37F;BOULEVARD PASTEUR;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.312893911602999, 48.842747229721276]}";48.8427472297,2.3128939116
450024986;BORNE_FONTAINE;BF Bayard;;19;PLACE DU COMMERCE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.293581124464014, 48.844957149553984]}";48.8449571496,2.29358112446
450055668;BORNE_FONTAINE;GHM Ronde;;;PLACE LOUIS LEPINE;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.347647908830726, 48.85528123091697]}";48.8552812309,2.34764790883
450080645;BORNE_FONTAINE;GHM Ville de Paris;;5;RUE LEON SCHWARTZENBERG;PARIS 10EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.354376986329134, 48.87581336592795]}";48.8758133659,2.35437698633
450071492;FONTAINE_ALBIEN;Fontaine à l'albien;;;RUE DU MOULIN DES PRES;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.352710452534879, 48.82767371906976]}";48.8276737191,2.35271045253
450071115;FONTAINE_ALBIEN;Fontaine à l'albien;;;RUE DE LA MADONE;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.361460200922398, 48.89250640037871]}";48.8925064004,2.36146020092
450071112;FONTAINE_ARCEAU;Fontaine Arceau;;3F;PLACE DE MORO GIAFFERI;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.321858752745181, 48.834066566788565]}";48.8340665668,2.32185875275
450080481;FONTAINE_ARCEAU;Fontaine Arceau;52;;RUE CESARIA EVORA;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.37474609790539, 48.89767514044919]}";48.8976751404,2.37474609791
450080479;FONTAINE_ARCEAU;Fontaine Arceau;;1S;PLACE DE LA NATION;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.395472119730662, 48.84857669915774]}";48.8485766992,2.39547211973
450019158;FONTAINE_BOIS;GHM Bois;62F;;BOULEVARD RICHARD LENOIR;PARIS 11EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.372321451426544, 48.860011679617905]}";48.8600116796,2.37232145143
450072251;FONTAINE_BOIS;GHM Bois;;;PARC KELLERMANN;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.355909682427191, 48.81842564839068]}";48.8184256484,2.35590968243
450072450;FONTAINE_BOIS;Ville de Paris Bois;;;SQUARE CDL PETIT DE JULLEVILLE;PARIS 17EME ARRONDISSEMENT;NON;2020-12-08T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.282636541910099, 48.88330912212007]}";48.8833091221,2.28263654191
450072326;FONTAINE_BOIS;Particulier;;;SQUARE SAINT LAMBERT;PARIS 15EME ARRONDISSEMENT;NON;2020-12-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.296582091817188, 48.84268368603065]}";48.842683686,2.29658209182
450072329;FONTAINE_BOIS;GHM Bois;10F;;PLACE ADOLPHE CHERIOUX;PARIS 15EME ARRONDISSEMENT;NON;2020-12-08T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.300474463861204, 48.84013374425613]}";48.8401337443,2.30047446386
450072588;FONTAINE_BOIS;GHM Bois;;5F;RUE DE LA DUEE;PARIS 20EME ARRONDISSEMENT;NON;2020-12-02T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.395929215891292, 48.870726616790996]}";48.8707266168,2.39592921589
450072446;FONTAINE_BOIS;GHM Bois;;;BOULEVARD DE REIMS;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.298144227699906, 48.889190091271914]}";48.8891900913,2.2981442277
450072531;FONTAINE_BOIS;Particulier;64F;;RUE D AUBERVILLIERS;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.366934006381284, 48.8880841956243]}";48.8880841956,2.36693400638
450071921;FONTAINE_BOIS;GHM Bois;8;;RUE DES RECOLLETS;PARIS 10EME ARRONDISSEMENT;NON;2021-02-08T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.361930435370096, 48.87551237301164]}";48.875512373,2.36193043537
450072215;FONTAINE_BOIS;En brique;;;RUE DE LA POINTE D IVRY;PARIS 13EME ARRONDISSEMENT;NON;2021-02-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.363963449347784, 48.82307273779204]}";48.8230727378,2.36396344935
450072226;FONTAINE_BOIS;Particulier;42;;RUE DU DESSOUS DES BERGES;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.375094912714973, 48.82615877407368]}";48.8261587741,2.37509491271
450070535;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE L ETOILE;PARIS 16EME ARRONDISSEMENT;NON;2020-11-20T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.268367113289392, 48.87321132739737]}";48.8732113274,2.26836711329
450071930;FONTAINE_BOIS;Bayard D1;106F;;QUAI DE JEMMAPES;PARIS 10EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.363688084702062, 48.87365613377991]}";48.8736561338,2.3636880847
450071933;FONTAINE_BOIS;GHM Bois;;23F;RUE JULIETTE DODU;PARIS 10EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.369692040592096, 48.87554341106922]}";48.8755434111,2.36969204059
450072150;FONTAINE_BOIS;GHM Bois;;;SQUARE DES JARDINIERS;PARIS 11EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.391443515283128, 48.85191441935329]}";48.8519144194,2.39144351528
450072234;FONTAINE_BOIS;Santa Cole Atlantida;;15;RUE THOMAS MANN;PARIS 13EME ARRONDISSEMENT;NON;2020-12-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.3799619186124072, 48.82911182923573]}";48.8291118292,2.37996191861
450072192;FONTAINE_BOIS;GHM Bois;;153;AVENUE DAUMESNIL;PARIS 12EME ARRONDISSEMENT;NON;2020-12-10T01:00:00+00:00;;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.38711132424892, 48.84196191145653]}";48.8419619115,2.38711132425
450072194;FONTAINE_BOIS;GHM Bois;10F;;AVENUE DAUMESNIL;PARIS 12EME ARRONDISSEMENT;NON;2020-12-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.388639260524892, 48.8424131500329]}";48.84241315,2.38863926052
450072340;FONTAINE_BOIS;Bayard BF3;122F;;RUE CASTAGNARY;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.3048768948245533, 48.829727135301]}";48.8297271353,2.30487689482
450072138;FONTAINE_BOIS;GHM Bois;;FACE 6;RUE DE BELFORT;PARIS 11EME ARRONDISSEMENT;NON;2020-12-08T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.383587396014789, 48.85672347532161]}";48.8567234753,2.38358739601
450072448;FONTAINE_BOIS;Bayard D1;;;BOULEVARD DE LA SOMME;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.293028800490785, 48.88745214287818]}";48.8874521429,2.29302880049
450071863;FONTAINE_BOIS;GHM Bois;;;JARDIN DES CHAMPS ELYSEES;PARIS 8EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.316504130114262, 48.86642655190704]}";48.8664265519,2.31650413011
450072203;FONTAINE_BOIS;Particulier;;;PASSAGE BRULON;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.380334066832188, 48.849747516057654]}";48.8497475161,2.38033406683
450072639;FONTAINE_BOIS;GHM Bois;;;JARDIN DE LA GARE DE CHARONNE;PARIS 20EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.410452533551001, 48.85225434810357]}";48.8522543481,2.41045253355
450072640;FONTAINE_BOIS;GHM Bois;;;JARDIN DE LA GARE DE CHARONNE;PARIS 20EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.409850639526914, 48.85163243672564]}";48.8516324367,2.40985063953
450072642;FONTAINE_BOIS;GHM Bois;;13F;RUE DES ORMEAUX;PARIS 20EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.400108821340463, 48.85091496334716]}";48.8509149633,2.40010882134
450070461;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE SEVRES A NEUILLY;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.237677219403201, 48.85549370330184]}";48.8554937033,2.2376772194
450071874;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.31057994602103, 48.878675650429216]}";48.8786756504,2.31057994602
450072569;FONTAINE_BOIS;GHM Bois;;3F;AVENUE LA PTE D AUBERVILLIERS;PARIS 19EME ARRONDISSEMENT;NON;2020-12-09T01:00:00+00:00;;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.370588177487249, 48.899169399227056]}";48.8991693992,2.37058817749
450070526;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DES LACS A PASSY;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.262477341086969, 48.857591879652205]}";48.8575918797,2.26247734109
450072648;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;10F;;RUE BELGRAND;PARIS 20EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.400792639275365, 48.8650547233658]}";48.8650547234,2.40079263928
450071730;FONTAINE_BOIS;Bayard D1;;;SQUARE JACQUES BIDAULT;PARIS 2EME ARRONDISSEMENT;NON;2020-12-02T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.34994826647138, 48.869909969782746]}";48.8699099698,2.34994826647
450072502;FONTAINE_BOIS;GHM Bois;16;;RUE AFFRE;PARIS 18EME ARRONDISSEMENT;NON;2020-12-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.356137557051948, 48.88614026722617]}";48.8861402672,2.35613755705
450072803;FONTAINE_BOIS;GHM Bois;28;;RUE DES LONGUES RAIES;PARIS 13EME ARRONDISSEMENT;NON;2020-06-11T02:00:00+00:00;;INACCESSIBLE;"{""type"": ""Point"", ""coordinates"": [2.347941379999508, 48.82131395493729]}";48.8213139549,2.34794138
450077723;FONTAINE_BOIS;;;;AVENUE DE L EST;PARIS 14EME ARRONDISSEMENT;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.328372099655009, 48.83818997437979]}";48.8381899744,2.32837209966
450077441;FONTAINE_BOIS;Ville de Paris Bois;;;ALLEE DES FORTIFICATIONS;PARIS 16EME ARRONDISSEMENT;NON;2020-11-16T01:00:00+00:00;2021-04-13T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.260224472058809, 48.85511414623058]}";48.8551141462,2.26022447206
450077465;FONTAINE_BOIS;GHM Bois;;;RUE VERCINGETORIX;PARIS 14EME ARRONDISSEMENT;NON;2020-12-08T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.311576713454441, 48.83324194705465]}";48.8332419471,2.31157671345
450077487;FONTAINE_BOIS;GHM Bois;;;ALLEE BLAISE CENDRARS;PARIS 1ER ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;;"{""type"": ""Point"", ""coordinates"": [2.3438005282896173, 48.86229973709954]}";48.8622997371,2.34380052829
450077506;FONTAINE_BOIS;Particulier;;;RUE COLETTE MAGNY;PARIS 19EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.377264901270788, 48.89498918893636]}";48.8949891889,2.37726490127
450080235;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.41123747726522, 48.90595856660964]}";48.9059585666,2.41123747727
450080244;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.418073197269334, 48.90519876962486]}";48.9051987696,2.41807319727
450080249;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.418879551698953, 48.908219363888506]}";48.9082193639,2.4188795517
450080641;FONTAINE_BOIS;GHM Bois;;;RUE LAURE DIEBOLD;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.305447845096566, 48.87565599886543]}";48.8756559989,2.3054478451
450080169;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.377909066024686, 48.76084991093308]}";48.7608499109,2.37790906602
450080196;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.380955333573068, 48.76014049955428]}";48.7601404996,2.38095533357
450080289;FONTAINE_BOIS;;;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;NON;2020-11-26T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.365749700449867, 48.81307105274286]}";48.8130710527,2.36574970045
450080206;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.349826737298947, 48.91047822185636]}";48.9104782219,2.3498267373
